song_id,artist_id
4hnK8P3v7kE7T4PMBYwRhu,6eKWqnckwdIlSnjaYgIyxv
2y4lAQpi5VTNLu2ldeTdUH,5YGY8feqx7naU7z4HrwZM6
4lWhQ9LG9RYg5fcJ4sRf1u,4TshyQDihSYXSWqvclXl3I
18ws4dUbhpoGB7Uv7U89yp,1uNFoZAHBGtllmzznpCI3s
6or1bKJiZ06IlK0vFvY75k,7dGJo4pcD2V6oG8kP0tJRR
1PoGWZbJPGmViVi7CYbDUK,0BvkDsjIUla7X0k6CSWh1I
4rHZZAmHpZrA3iH5zx8frV,31TPClRtHm23RisEBtV3X7
4OAuvHryIVv4kMDNSLuPt6,06HL4z0CvFAxyc27GXpf02
4PJXT82AZtlDW4Q71b43oz,4DZGvSv2oMkBUnPz67E6z6
1zvQt99d5oTkEQLmSoO1yu,1UTPBmNbXNTittyMJrNkvw
25zXRQGuwYZdIp88fVZOPC,7ahuvq1mbb4idwG1iJbSFG
4q6dqyGM25sKFU8nYAGRe4,6KZDXtSj0SzGOV705nNeh3
4q6dqyGM25sKFU8nYAGRe4,7bXgB6jMjp9ATFy66eO08Z
4IeUAegXVbETb7FpgNDnSM,19Fi1Rj7kk8kyiwxpXy3yM
4IeUAegXVbETb7FpgNDnSM,0I5HubncQ8E1MFZOlPDY4J
3G6hD9B2ZHOsgf4WfNu7X1,163tK9Wjr9P9DmM0AVK7lm
0Utg7sirTPqrs6Cx0FbriQ,1mfDfLsMxYcOOZkzBxvSVW
7jRdxVZeBAtLXL8ZpBMR2q,6yJCxee7QumYr820xdIsjo
5HOpkTTVcmZHnthgyxrIL8,2lEOFtf3cCyzomQcMHJGfZ
1vjx9wZEyhhM1VRmIoDiRk,75FnCoo4FBxH5K1Rrx0k5A
6Xk7PnitV9jCRorWt2LiVZ,7dGJo4pcD2V6oG8kP0tJRR
0A9mHc7oYUoCECqByV8cQR,60d24wfXkVzDSfLS6hyCjZ
7uT7mlYS0R3Ujk5UB5ll0O,6S2OmqARrzebs0tKUEyXyp
2ubncjpv82GY5uES29L5ik,32WkQRZEVKSzVAAYqukAEA
0uMur9BAwuzsShojxBi6ag,7FY5V3XMwlNBPitEjXowHQ
6bxUnsSGZCmoHHU5auwtps,0c173mlxpT3dSFRgMO8XPh
6bxUnsSGZCmoHHU5auwtps,55Aa2cqylxrFIXC767Z865
6bxUnsSGZCmoHHU5auwtps,5ZS223C6JyBfXasXxrRqOk
66rVt7PbwyKlu6CK6rxyAi,4TONBKcqVR1LmPdfJxvkMU
1KIQ0RscHwxXPJUvhuO5Bl,6d47Z08T4snK50HgTEHo5Z
7d1CFwrBmH34gmS0Hkbfbt,6sCbFbEjbYepqswM1vWjjs
5ik5nMy8vdS2rXe7SAGt2K,1RyvyyTE3xzB2ZywiAwp0i
3U4isOIWM3VvDubwSI3y7a,5y2Xq6xcjJb2jVM54GHK3t
2LvRR121MWFmmEGkuV2vQP,5ndkK3dpZLKtBklKjxNQwT
2LvRR121MWFmmEGkuV2vQP,17lzZA2AlOHwCwFALHttmp
0aUWfpD3PlSv3FTTKcT2rN,5pKCCKE2ajJHZ9KAiaK11H
29AR5X5yKPd4DBIAiqUMDy,6roFdX1y5BYSbp60OTJWMd
0spRhrdp5a0qHBzcYwtFIX,7H6dkUChT5EoOQtUVMg4cN
0spRhrdp5a0qHBzcYwtFIX,4phGZZrJZRo4ElhRtViYdl
3N5oiETJEStSB71TjTFkWV,5gCRApTajqwbnHHPbr2Fpi
3N5oiETJEStSB71TjTFkWV,67nwj3Y5sZQLl72VNUHEYE
3N5oiETJEStSB71TjTFkWV,2iojnBLj0qIMiKPvVhLnsH
6nu35hLc8zsA9bwBpcuf5L,5lHRUCqkQZCIWeX7xG4sYT
3KliPMvk1EvFZu9cvkj8p1,26dSoYclwsYLMAKD3tpOr4
5Hroj5K7vLpIG4FNCRIjbP,0MlOPi3zIDMVrfA9R04Fe3
2ih2U8ttFzCjnQ5njF3SrR,0du5cEVh5yTK9QJze8zA0C
5qAmr6fmWk22YY3fS2B85c,2kM1LxD0AhAE5GULSYRQSa
3IQgeOgdHIag6mu0mgKRgQ,3TVXtAsR1Inumwj472S9r4
5VSCgNlSmTV2Yq5lB40Eaw,34v5MVKeQnIo0CWYMbbrPf
47rzxY9wSpomHE1gT94jIT,66CXWjxzNUsdJxJ2JdwvnR
47rzxY9wSpomHE1gT94jIT,0c173mlxpT3dSFRgMO8XPh
5ETe7SElBIgm2NAZY3SpX4,1n2pb9Tsfe4SwAjmUac6YT
3stOygN0I7CIvkEB2LJGbv,7dGJo4pcD2V6oG8kP0tJRR
0qcr5FMsEO85NAQjrlDRKo,73Np75Wv2tju61Eo9Zw4IR
1VN6TvmHTIWvLzBAOmre6P,2IvkS5MXK0vPGnwyJsrEyV
6qewYf1Su9xeaAp9iEQpUw,4MoAOfV4ROWofLG3a3hhBN
53Dj5PCDhb22qWqmre3YQs,4BYxqVkZyFjtik7crYLg5Q
7bQKR4QQCIlX0RoHlaKiIn,3FfvYsEGaIb52QPXhg4DcH
4AU7z13HYmPMetlWbq1mys,5P5FTygHyx2G57oszR3Wot
7DYA1TXy84mQjzx2ZjGent,7qG3b048QCHVRO5Pv1T5lw
5MsZIaCYY6Tsdph0LiB0hE,4UXqAaa6dQYAk18Lv7PEgX
5FgLLtrDU4Ex2ezB9anpH5,5iqStkZi6QmG8sgQZQrfGN
4NVNapccSX7E5JLiW0uQEy,3TVXtAsR1Inumwj472S9r4
4NVNapccSX7E5JLiW0uQEy,3nFkdlSjzX9mRTtwJOzDYB
6lbhWl34Il0WXm5pX1fM9E,3aQeKQSyrW4qWr35idm0cy
6lbhWl34Il0WXm5pX1fM9E,5ndkK3dpZLKtBklKjxNQwT
0zO8ctW0UiuOefR87OeJOZ,5IcR3N7QB1j6KBL8eImZ8m
0zO8ctW0UiuOefR87OeJOZ,2YZyLoL8N0Wb9xBt1NhZWg
