song_id,artist_id
2vwlzO0Qp8kfEtzTsCXfyE,5YGY8feqx7naU7z4HrwZM6
48RrDBpOSSl1aLVCalGl5C,7dGJo4pcD2V6oG8kP0tJRR
48RrDBpOSSl1aLVCalGl5C,5pKCCKE2ajJHZ9KAiaK11H
2dLLR6qlu5UJ5gk0dKz0h3,163tK9Wjr9P9DmM0AVK7lm
3cHyrEgdyYRjgJKSOiOtcS,0TnOYISbd1XYRBk9myaseg
3cHyrEgdyYRjgJKSOiOtcS,6LqNN22kT3074XbTVUrhzX
2tpWsVSb9UEmDRxAl1zhX1,5Pwc4xIPtQLFEnJriah9YJ
0nrRP2bk19rLc0orkWPQk2,1vCWHaC5f2uS3yhpwWbIA6
3LlAyCYU26dvFZBDUIMb7a,53XhwfbYqKCa1cC15pYq2q
4nVBt6MZDDP6tRVdQTgxJg,4AK6F7OLvEQ5QYCBNiQWHq
27tNWlhdAryQY04Gb2ZhUI,6jJ0s89eD6GaHleKKya26X
6Vc5wAMmXdKIAM7WUoEb7N,5xKp3UyavIBUsGy3DQdXeF
6Vc5wAMmXdKIAM7WUoEb7N,1l7ZsJRRS8wlW3WfJfPfNS
2aSC2xhRxOLiiZZVjhbylH,3TVXtAsR1Inumwj472S9r4
2aSC2xhRxOLiiZZVjhbylH,4HzKw8XcD0piJmDrrPRCYk
3sNVsP50132BTNlImLx70i,5K4W6rqBFWDnAN6FQUkS6x
1KxwZYyzWNyZSRyErj2ojT,0gadJ2b9A4SKsB1RFkBb66
5ka2ajep9OAvU5Sgduhiex,1HY2Jd0NmPuamShAr6KMms
009ImBOrIUlWgla8U05RAC,6jJ0s89eD6GaHleKKya26X
20FZrLl9zSbO9b3DhaqO6M,0NWbwDZY1VkRqFafuQm6wk
20FZrLl9zSbO9b3DhaqO6M,5YGY8feqx7naU7z4HrwZM6
20FZrLl9zSbO9b3DhaqO6M,137W8MRPWKqSmrBGDBFSop
20FZrLl9zSbO9b3DhaqO6M,5gCRApTajqwbnHHPbr2Fpi
5XKXMWPACPq51OiqzxenZo,1HY2Jd0NmPuamShAr6KMms
5XKXMWPACPq51OiqzxenZo,1l7ZsJRRS8wlW3WfJfPfNS
2QjOHCTQ1Jl3zawyYOpxh6,77SW9BnxLY8rJ0RciFqkHh
2QtJA4gbwe1AcanB2p21aP,2qxJFvFYMEDqd7ui6kSAcq
2QtJA4gbwe1AcanB2p21aP,6Rx1JKzBrSzoKQtmbVmBnM
37jTPJgwCCmIGMPB45jrPV,3nFkdlSjzX9mRTtwJOzDYB
37jTPJgwCCmIGMPB45jrPV,31TPClRtHm23RisEBtV3X7
5lF0pHbsJ0QqyIrLweHJPW,0X2BH1fck6amBIoJhDVmmJ
1o1Pny4JcE3LdUBeBedbm6,5BcAKTbp20cv7tC5VqPFoC
1o1Pny4JcE3LdUBeBedbm6,3JhNCzhSMTxs9WLGJJxWOY
1o1Pny4JcE3LdUBeBedbm6,5mZJerulcERBZV7xnhrVp1
1o1Pny4JcE3LdUBeBedbm6,28KOnhhvUnyvgRNXEQ41WL
1o1Pny4JcE3LdUBeBedbm6,5IcR3N7QB1j6KBL8eImZ8m
5G47DlluL671zo0k3OhoSm,0A0FS04o6zMoto8OKPsDwY
5G47DlluL671zo0k3OhoSm,4yBK75WVCQXej1p04GWqxH
5G47DlluL671zo0k3OhoSm,5lHRUCqkQZCIWeX7xG4sYT
0n4bITAu0Y0nigrz3MFJMb,0ZrpamOxcZybMHGg1AYtHP
0n4bITAu0Y0nigrz3MFJMb,4OBJLual30L7gRl5UkeRcT
0n4bITAu0Y0nigrz3MFJMb,2RdwBSPQiwcmiDo9kixcl8
4G8gkOterJn0Ywt6uhqbhp,53XhwfbYqKCa1cC15pYq2q
6Uy6K3KdmUdAfelUp0SeXn,2Sqr0DXoaYABbjBo9HaMkM
2OsEJFTfzfjG4oC92cuP2c,0C8ZW7ezQVs4URX5aX7Kqx
2MDueMvPkUTpU6Xkmeinln,7bXgB6jMjp9ATFy66eO08Z
2MDueMvPkUTpU6Xkmeinln,0hCNtLu0JehylgoiP8L4Gh
3ogtSrlbtiTamktbA0hw0E,07YZf4WDAMNwqr4jfgOZ8y
3grPZ1iQg2tEdh0ZCh3HTt,3b8QkneNDz4JHKKKlLgYZg
7ueP5u2qkdZbIPN2YA6LR0,4njdEjTnLfcGImKZu1iSrz
5JVbvCHX10U2pLa5DEqGav,4gwpcMTbLWtBUlOijbVpuu
2xRYnHQdLD9ketvC01UYYT,6If57j6e3TXXk0HiLcIZca
2xRYnHQdLD9ketvC01UYYT,7bXgB6jMjp9ATFy66eO08Z
5HGibWoxnkYSkl6mHmAlOE,0BvkDsjIUla7X0k6CSWh1I
5mIqtDBiw3rqMxsJc4UVM6,31TPClRtHm23RisEBtV3X7
4jbmgIyjGoXjY01XxatOx6,6jJ0s89eD6GaHleKKya26X
4jbmgIyjGoXjY01XxatOx6,5gCRApTajqwbnHHPbr2Fpi
3gbBpTdY8lnQwqxNCcf795,7EQ0qTo7fWT7DPxmxtSYEc
1aCDtDGqZmOzrzi62DBqGI,4aJTB79uwT4sP0Nb8QGWHc
7y911sqgHGHcyU4ivapjwi,3TVXtAsR1Inumwj472S9r4
7y911sqgHGHcyU4ivapjwi,17lzZA2AlOHwCwFALHttmp
7y911sqgHGHcyU4ivapjwi,0c173mlxpT3dSFRgMO8XPh
6PUIzlqotEmPuBfjbwYWOB,00FQb4jTyendYWaN8pK0wa
6PUIzlqotEmPuBfjbwYWOB,4Wjf8diP59VmPG7fi4y724
1UMKquW1olreYO1LlLmTqi,6d47Z08T4snK50HgTEHo5Z
1UMKquW1olreYO1LlLmTqi,2ZavqCJe7uqkRpISes0NFi
5T7ZFtCcOgkpjxcuaeZbw0,4AK6F7OLvEQ5QYCBNiQWHq
